Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR24,OUT018,1328.330922
FDW59,OUT049,1361.221442
FDS22,OUT049,668.090351999999
FDW24,OUT017,863.915448
FDU24,OUT035,1870.791472
FDA21,OUT027,4989.345408
FDH58,OUT027,3218.796784
FDW36,OUT018,1381.508368
FDI45,OUT027,5589.936956
FDU01,OUT018,3447.272712
FDF35,OUT027,3198.363382
FDU43,OUT019,612.962112
FDE24,OUT019,219.387758
FDK50,OUT049,2495.638114
FDG31,OUT045,881.492568
FDC60,OUT045,1478.47548
FDL36,OUT013,1609.777898
FDP21,OUT013,3275.20336
FDW16,OUT045,1249.593414
FDX02,OUT017,4073.111396
FDQ58,OUT027,3513.266808
FDT51,OUT046,1787.799502
FDD59,OUT049,1160.183132
NCM42,OUT018,1730.727126
FDA57,OUT018,435.406568
FDZ48,OUT035,2223.791974
FDE46,OUT045,2134.62138
NCZ30,OUT019,623.248721999999
FDB56,OUT017,3380.719344
FDA25,OUT027,2414.031008
FDD20,OUT013,2034.991068
FDL25,OUT013,1344.84942
NCO18,OUT049,2545.75288
FDJ45,OUT017,525.336174
FDR12,OUT035,2958.196006
NCF19,OUT010,123.266212
FDK25,OUT046,3446.64686
NCR17,OUT046,1992.533002
FDC52,OUT046,2082.296158
NCA54,OUT017,3282.587082
FDR45,OUT010,552.287758
NCM19,OUT049,2199.53688
FDF39,OUT027,5721.538984
FDX23,OUT049,1100.886984
FDD58,OUT027,2890.344328
FDX28,OUT013,1897.343576
NCD31,OUT013,2659.5381
FDU57,OUT018,2394.875942
FDI27,OUT046,881.31946
NCM42,OUT046,1860.917658
FDD32,OUT027,2084.05387
FDI34,OUT013,3710.430162
NCM29,OUT049,1988.27854
FDG46,OUT018,2029.045474
DRC01,OUT010,135.004266
FDB15,OUT027,5534.94853399999
NCA17,OUT027,3807.57704
FDF10,OUT046,3063.37909
FDR26,OUT027,4897.265268
FDI02,OUT049,1638.540458
NCM54,OUT010,325.80923
FDF14,OUT013,2428.73853
FDJ33,OUT010,234.747764
FDM20,OUT035,5248.980776
FDC03,OUT027,5581.175028
NCX05,OUT046,2146.266222
NCM41,OUT027,2816.740138
NCU29,OUT010,469.129338
FDQ59,OUT017,1200.330872
FDH46,OUT010,193.900934
FDH09,OUT013,708.34462
NCD06,OUT045,716.880176
FDC15,OUT035,2602.805282
DRD37,OUT027,946.261592000001
FDT28,OUT027,3493.133016
FDR28,OUT027,3825.906514
FDT38,OUT017,1331.220494
FDV34,OUT027,2255.410816
FDY52,OUT035,1023.041648
FDB34,OUT013,1403.646218
DRL23,OUT018,1503.323136
DRB24,OUT046,2248.985846
FDJ50,OUT046,986.961946
FDQ49,OUT035,2782.338252
FDP20,OUT035,1710.24046
FDV19,OUT027,4460.440546
NCR54,OUT045,3226.912886
FDO09,OUT010,566.702328
FDS57,OUT018,2077.12955
FDN10,OUT049,1699.65424
FDV23,OUT049,1883.388408
FDY28,OUT049,3536.66302
DRG51,OUT013,2652.18101
FDD45,OUT019,243.676142
NCL18,OUT027,5312.01872
NCM29,OUT013,2370.467714
FDF17,OUT027,4870.253762
FDE22,OUT017,2397.41264
FDQ22,OUT017,497.259388
FDS01,OUT013,3451.620386
FDW35,OUT027,1152.53309
FDJ33,OUT046,2192.386188
NCF54,OUT035,3018.430932
FDE09,OUT013,1506.518976
NCE06,OUT045,2079.02708
DRH49,OUT049,1135.461978
FDY43,OUT045,2950.299618
NCT05,OUT017,4414.633506
FDZ34,OUT045,3220.37473
FDL38,OUT017,1701.671614
FDZ31,OUT017,3168.07614
FDR14,OUT035,852.164078000001
NCN54,OUT049,1102.36506
NCC42,OUT027,4146.282816
FDK08,OUT017,1354.789814
FDP59,OUT013,1599.031886
FDV22,OUT035,3185.466836
FDD33,OUT035,3670.02276
DRE60,OUT027,6483.633638
FDK52,OUT046,3545.231866
FDA02,OUT017,2341.245752
FDM56,OUT049,1316.912452
FDE57,OUT035,2406.693892
FDM32,OUT045,1116.386808
NCQ30,OUT027,3243.571202
FDQ27,OUT027,2435.036998
FDT60,OUT027,3175.659602
FDU43,OUT049,4295.894734
NCO55,OUT035,1990.988346
FDG02,OUT045,2366.739234
FDJ28,OUT013,3066.281978
FDP40,OUT045,1959.988698
FDJ38,OUT045,3177.16431
NCC54,OUT017,4088.771012
NCZ41,OUT046,1841.90241
FDK38,OUT019,463.36351
FDU52,OUT013,2278.347626
FDC40,OUT046,1292.830466
NCR30,OUT017,1252.33651
NCN18,OUT017,1990.24265
FDB50,OUT035,1069.860704
FDG04,OUT013,3554.499802
FDR26,OUT035,2372.298664
NCT17,OUT018,2654.571232
FDX35,OUT027,6033.333124
FDS12,OUT046,2213.4521
NCZ29,OUT027,4367.98755800001
FDB38,OUT010,359.66516
FDP12,OUT013,582.215468
FDP22,OUT046,801.723070000001
FDS26,OUT018,3960.497984
FDR52,OUT046,3255.302598
DRJ13,OUT046,3132.129598
FDU48,OUT027,4256.253002
FDE29,OUT035,1218.660346
NCT29,OUT049,1823.539646
DRK37,OUT018,3533.280756
FDK55,OUT046,1119.682518
FDR07,OUT046,1437.608676
FDO21,OUT027,5677.51628800001
FDK46,OUT049,4791.809206
FDB12,OUT045,1792.952794
FDT31,OUT027,4087.559256
FDJ33,OUT045,1978.677704
FDC26,OUT027,3476.068562
NCQ02,OUT045,2782.291646
FDP08,OUT010,529.537372
FDB11,OUT027,5491.924538
FDV55,OUT013,2644.870526
FDW20,OUT049,2236.801706
NCJ18,OUT019,376.27687
FDC41,OUT018,1215.790748
FDE14,OUT027,2105.872136
FDG35,OUT013,2691.69624
FDF45,OUT035,1199.80489
FDS19,OUT027,2792.478386
FDS58,OUT019,374.073072
FDA26,OUT017,4294.356736
FDM32,OUT049,992.647878
FDL45,OUT046,2169.036582
FDZ55,OUT049,2992.07191
FDY37,OUT049,2517.403116
FDO46,OUT046,2482.208928
FDQ60,OUT046,2208.045804
FDA19,OUT018,1806.322058
FDL15,OUT046,2652.993286
FDM10,OUT018,3475.70903
NCL05,OUT017,554.831114
DRK49,OUT010,61.440024
NCE18,OUT027,6688.44703399999
FDG40,OUT049,576.968964
DRI59,OUT045,4492.212522
FDK28,OUT035,4663.889052
NCD06,OUT019,124.224964
FDO11,OUT019,456.033052
FDK27,OUT046,2007.78648
FDT43,OUT027,1263.182392
FDD38,OUT018,942.186896000001
FDA16,OUT049,3740.211396
FDL14,OUT027,3914.098382
NCM17,OUT049,644.39453
FDD20,OUT045,1878.015402
FDA40,OUT045,1286.671816
FDL43,OUT045,1063.136124
FDV15,OUT045,1671.870406
FDE52,OUT046,1432.994682
NCL17,OUT010,444.508054
NCJ31,OUT045,3475.069862
FDR60,OUT045,930.042704
NCA18,OUT035,1638.26748
FDS21,OUT027,1895.938738
FDW09,OUT035,1325.567852
FDL26,OUT035,3134.18692
FDS47,OUT018,1288.502766
FDC39,OUT046,3248.484806
FDT51,OUT035,1874.286922
FDK40,OUT035,4090.834992
NCG19,OUT045,2846.255052
FDZ07,OUT046,1196.595734
FDF08,OUT027,2722.203196
FDO04,OUT013,815.385285999999
FDK41,OUT018,1278.176208
FDP15,OUT049,5409.85137199999
NCD43,OUT018,1248.161944
NCP18,OUT013,2080.072386
FDZ51,OUT046,1564.017464
DRH13,OUT035,1396.395656
FDF38,OUT045,514.157392
NCI43,OUT045,640.919054
FDM38,OUT027,1945.873738
FDS03,OUT013,1160.882222
DRJ47,OUT017,2635.882226
FDT50,OUT010,160.471116
FDV02,OUT046,2683.034182
NCG18,OUT017,1623.300296
FDW52,OUT046,3151.444456
FDS40,OUT035,607.922006
FDN31,OUT017,2861.2755
FDA37,OUT045,1776.55414
FDA15,OUT046,3559.226982
FDL39,OUT046,2304.40038
FDJ53,OUT045,1670.265828
FDX22,OUT013,3570.78527
NCZ42,OUT045,4034.202044
FDD56,OUT027,3874.929368
FDD40,OUT017,3254.26395
FDS50,OUT013,4368.193956
NCN14,OUT013,3433.490652
FDT15,OUT013,3187.963586
NCS18,OUT027,2779.129096
NCO26,OUT010,263.29061
FDF58,OUT018,802.728428
NCB19,OUT013,1598.978622
FDH26,OUT017,2412.306586
DRB24,OUT027,4027.35762
FDA49,OUT018,1249.580098
FDB32,OUT045,1527.797944
FDI36,OUT017,3425.454446
NCA17,OUT010,314.250942
FDH22,OUT013,2252.987304
NCM26,OUT018,2499.426516
FDT15,OUT027,5884.367032
FDB16,OUT018,1150.00305
NCP54,OUT027,3643.69037
FDJ36,OUT013,1618.8927
FDO28,OUT045,2144.401982
FDU09,OUT013,736.84086
FDF29,OUT017,2236.15588
FDY08,OUT013,1902.377024
DRJ59,OUT018,410.292592
FDT23,OUT027,1908.089588
FDU15,OUT018,361.456162
FDT47,OUT013,1633.746698
FDI53,OUT019,424.14789
FDR59,OUT018,3301.921914
FDD53,OUT035,718.451464
FDY51,OUT017,3418.510152
FDT04,OUT049,598.25459
FDU51,OUT049,3356.004848
FDG14,OUT035,3183.775704
NCU06,OUT045,4065.74099
DRG25,OUT046,3633.610158
DRH49,OUT035,1120.97417
FDN15,OUT035,1920.619944
FDL43,OUT018,845.552683999999
NCT18,OUT049,3612.570878
NCB31,OUT013,3652.259216
FDK57,OUT035,2062.009232
FDY04,OUT019,455.420516
NCP54,OUT046,2425.922196
FDF41,OUT013,3386.005796
FDM01,OUT045,1878.434856
FDW03,OUT045,1510.247456
FDF28,OUT045,1856.51672
FDY37,OUT017,2675.171084
FDQ03,OUT017,3388.276174
FDP51,OUT027,3309.172476
FDJ40,OUT017,2008.28583
FDC32,OUT049,1252.589514
DRI49,OUT027,2069.519456
NCW54,OUT017,821.610516
FDF09,OUT017,568.972706
FDP45,OUT018,3031.081132
DRJ23,OUT018,3627.571352
FDS59,OUT017,2326.391754
FDY08,OUT046,2402.692434
FDX16,OUT049,2873.765908
FDY16,OUT018,2569.481992
FDK32,OUT035,3139.653138
FDQ22,OUT013,637.896322
NCC31,OUT018,2690.111636
FDG58,OUT049,2362.571326
DRF48,OUT013,2562.983784
DRH36,OUT049,985.28413
NCR30,OUT035,1183.898928
FDB03,OUT019,523.871414000001
FDZ28,OUT027,3921.342286
FDR35,OUT017,2971.904828
DRD15,OUT027,5854.792196
FDJ33,OUT019,302.30649
FDA56,OUT010,188.108474
FDP56,OUT046,733.485228
NCT30,OUT046,819.63309
FDK15,OUT017,1835.550678
FDH44,OUT018,1760.694784
FDV01,OUT013,2431.122094
DRG03,OUT017,2674.491968
FDG50,OUT027,2510.105948
FDR16,OUT010,794.852014000001
FDZ60,OUT046,1389.045224
DRG03,OUT045,2736.27155
FDS56,OUT018,4270.194854
FDU33,OUT045,861.571832
DRD27,OUT035,1406.762162
FDW22,OUT046,3293.852418
DRA24,OUT045,2651.568474
FDF38,OUT049,634.04134
FDX48,OUT013,2940.645518
FDS58,OUT018,2617.446224
FDC32,OUT046,1350.888226
NCQ29,OUT045,3635.80064
DRK39,OUT018,1284.421412
NCS38,OUT017,2006.734516
DRO47,OUT013,1831.962016
DRG27,OUT027,868.116646
FDC57,OUT027,6317.84278
FDS55,OUT046,2665.43043
NCJ06,OUT018,1954.229528
FDO01,OUT019,242.45107
NCM55,OUT045,2430.00355
FDC52,OUT049,2250.850086
FDQ15,OUT045,1247.336352
NCT30,OUT027,1457.875628
NCR42,OUT027,1080.806456
FDD28,OUT035,538.6322
FDQ34,OUT049,1479.953556
FDZ12,OUT027,2987.551128
DRE13,OUT019,192.156538
NCN07,OUT019,260.134718
FDM28,OUT035,2859.198204
FDI10,OUT017,2940.918496
FDQ25,OUT013,2274.692384
FDA38,OUT010,779.38548
DRI13,OUT049,3667.545984
FDY20,OUT027,2707.622176
NCZ53,OUT035,3195.167542
NCM31,OUT013,2956.178632
DRB01,OUT017,2771.565608
DRF37,OUT046,4229.913954
NCF42,OUT049,2636.787714
FDF16,OUT018,2612.086534
FDB41,OUT013,738.984736
FDR34,OUT013,4256.25966
FDR15,OUT018,2150.66716
NCV42,OUT019,325.403092
FDW51,OUT035,3979.20030599999
FDU36,OUT017,1498.429506
FDX60,OUT049,1364.663628
FDY03,OUT035,1931.1529
FDW55,OUT045,3999.354072
FDT01,OUT010,729.08429
FDG58,OUT013,2312.702906
FDK21,OUT017,4599.43961200001
NCS41,OUT019,309.03107
FDS10,OUT045,2892.940948
NCT53,OUT046,2346.771892
FDJ28,OUT018,2519.274014
FDX44,OUT045,1289.042064
FDT20,OUT018,395.28546
FDO44,OUT017,1854.339554
NCX17,OUT049,3116.802882
FDY01,OUT017,2049.212556
FDJ12,OUT027,5319.955056
DRK35,OUT018,483.989994
FDD47,OUT019,240.48696
NCM53,OUT035,1958.470674
FDO45,OUT013,1078.46284
NCM42,OUT010,279.409628
FDE04,OUT046,2946.251554
NCI30,OUT027,4864.06848
FDZ19,OUT013,2630.50922
FDW57,OUT013,3110.01838
FDA25,OUT013,1788.57183
FDT22,OUT046,1197.70762
FDP51,OUT013,2447.454168
FDD48,OUT027,2795.081664
FDY39,OUT035,3726.688998
FDO48,OUT010,717.952114
FDD23,OUT027,4732.193474
DRN35,OUT027,947.772957999999
FDT01,OUT035,3074.211656
FDC20,OUT010,164.25286
DRJ35,OUT035,1075.926142
FDB32,OUT046,1468.741484
FDL24,OUT046,3287.32092
NCV42,OUT035,2127.057892
FDZ46,OUT046,2042.161734
FDC15,OUT013,2537.63012
FDD08,OUT019,88.744482
FDY50,OUT049,1218.433974
FDD36,OUT013,2037.98051
FDG57,OUT027,1517.904156
FDL21,OUT018,336.355502
FDN16,OUT027,2669.42523
FDJ09,OUT027,913.04483
FDS01,OUT010,374.066414
FDV33,OUT017,4529.1045
DRE12,OUT017,1370.742382
FDR07,OUT013,1281.791502
FDP48,OUT010,459.848086
NCB55,OUT035,665.959792000001
FDQ08,OUT013,759.24503
FDR34,OUT035,4764.957492
FDO33,OUT046,1190.28395
FDP13,OUT045,794.525772
FDX12,OUT049,3510.037678
NCT06,OUT049,2615.934858
FDR16,OUT019,430.426384
FDE36,OUT046,3042.00691
FDZ36,OUT049,3743.02773
FDV13,OUT045,1437.115984
NCZ17,OUT035,613.095272
FDU56,OUT045,2819.789502
FDM09,OUT035,2661.322444
FDV02,OUT017,2532.47017
FDS34,OUT018,1687.430152
FDA11,OUT049,1390.969386
FDP09,OUT017,5114.016458
FDB29,OUT027,2368.037544
FDT19,OUT017,3234.576244
DRH15,OUT017,992.641220000001
FDY38,OUT046,3139.393476
FDF14,OUT027,3552.229424
FDN48,OUT010,230.573198
FDQ12,OUT013,3386.511804
NCJ43,OUT045,2969.70103
FDE17,OUT019,299.956216
FDB05,OUT035,3959.266254
FDH10,OUT045,1718.815964
NCR06,OUT017,556.921726
FDU32,OUT018,1532.491834
FDD56,OUT049,2754.021778
FDO36,OUT018,2713.720904
FDH16,OUT010,209.773606
FDX10,OUT018,316.561268
FDZ37,OUT017,1440.598118
FDU31,OUT010,521.234846
DRC49,OUT049,2183.05833
FDL15,OUT045,2970.486674
FDN32,OUT019,530.888946
DRH59,OUT027,2337.244294
NCU29,OUT049,2296.31091
FDR37,OUT019,417.370046
FDS14,OUT018,2350.347238
FDU02,OUT027,6113.155886
FDJ08,OUT035,3362.582952
NCZ06,OUT045,3453.451336
FDO31,OUT049,1224.50607
FDH31,OUT018,1180.383504
FDS58,OUT017,2475.264634
NCA53,OUT027,1059.12135
FDF50,OUT046,2476.429784
NCW42,OUT049,3519.505354
NCQ17,OUT045,2195.215838
FDK51,OUT018,4357.354732
NCW41,OUT010,393.028398
NCR29,OUT017,775.603736
FDB08,OUT019,301.154656
FDA40,OUT027,2491.72321
FDL14,OUT018,2619.570126
FDB47,OUT046,3639.968548
FDO03,OUT035,4091.114628
DRK13,OUT019,389.65945
FDX13,OUT010,473.290588
FDF52,OUT046,3028.098348
FDT11,OUT013,2804.622578
FDB08,OUT013,2576.173282
FDQ28,OUT018,2573.61661
FDD29,OUT045,4813.96703
NCQ29,OUT027,5512.29136
NCO02,OUT013,863.396123999999
FDR56,OUT010,458.190244
NCM54,OUT049,2019.90404
FDP51,OUT035,2112.84972
FDT38,OUT013,1009.539224
FDZ20,OUT018,2781.066574
FDJ53,OUT013,1464.26065
FDX13,OUT049,3930.896516
FDP58,OUT035,3760.731352
NCK31,OUT019,103.378766
FDA35,OUT018,1641.583164
FDV37,OUT018,2845.888862
NCO07,OUT027,4796.68952
FDA20,OUT045,2499.939182
FDZ59,OUT035,2918.5343
NCY17,OUT017,724.097448
FDQ28,OUT035,2527.822886
FDV35,OUT017,2686.915796
FDQ36,OUT013,489.203208
FDD34,OUT018,2319.820308
FDK51,OUT045,4566.269456
FDV31,OUT035,2376.433282
FDR04,OUT035,1603.273032
FDR14,OUT049,828.255200000001
DRC36,OUT010,447.470864
FDE39,OUT019,356.475978
FDP57,OUT049,1477.330304
FDE57,OUT046,2377.964622
NCN18,OUT046,1788.60512
NCQ05,OUT018,2349.395144
FDW47,OUT035,2285.25863
FDV46,OUT035,1726.892118
NCP29,OUT045,933.21857
FDE09,OUT018,1655.305302
NCU06,OUT027,6865.876076
FDT19,OUT010,545.316832000001
DRF15,OUT017,2244.371852
DRI51,OUT013,2746.89106
NCX54,OUT013,1632.028934
DRE01,OUT013,4974.32496
NCB07,OUT045,2550.586588
FDU50,OUT035,1518.88954
FDG40,OUT035,619.253922
FDW10,OUT018,3236.527038
FDX51,OUT013,2980.074194
NCP17,OUT045,1073.948716
FDP21,OUT035,3329.306268
FDL04,OUT045,1393.432846
FDV23,OUT013,1903.508884
FDF24,OUT046,1652.775262
FDH56,OUT027,3195.080988
FDB51,OUT049,934.869754
FDI58,OUT027,2253.16707
FDR20,OUT013,708.697493999999
FDC51,OUT018,1617.248174
FDB16,OUT027,1856.78304
FDE40,OUT049,966.142379999999
NCM17,OUT035,651.698356
FDU56,OUT035,3180.732998
FDS32,OUT019,290.568436
FDX02,OUT049,3515.410684
FDT39,OUT027,3901.947532
FDE35,OUT017,740.988794
NCI42,OUT019,709.4099
DRL23,OUT046,1607.314438
FDA10,OUT046,1625.344302
FDA11,OUT013,1199.352146
NCM06,OUT046,2334.854072
NCT05,OUT035,3680.096314
NCQ02,OUT010,475.7141
NCY06,OUT049,2352.47114
FDY56,OUT035,4763.139858
FDL02,OUT035,2010.096806
NCI06,OUT035,3315.757238
FDQ14,OUT045,2422.44672
FDQ12,OUT017,4239.341682
FDP36,OUT046,826.69057
FDK21,OUT027,8985.33719
FDO40,OUT045,2701.08402
NCK54,OUT019,254.23573
FDY09,OUT018,2568.663058
NCW30,OUT049,4099.836608
NCC55,OUT027,1047.875988
FDE58,OUT018,1730.587308
FDR39,OUT013,3557.489244
FDU28,OUT049,3187.61737
FDH08,OUT017,3096.76896
FDG35,OUT045,3095.710338
FDG22,OUT049,527.127176
FDC34,OUT035,3147.416366
FDP15,OUT018,3002.544944
FDK34,OUT010,652.710372
FDU45,OUT035,2263.233966
FDQ04,OUT027,1040.152708
FDX22,OUT018,3680.84201
FDB45,OUT017,1586.63469
NCH43,OUT027,4439.674244
DRE60,OUT046,4403.308248
FDD17,OUT027,6447.17443
NCM54,OUT017,1862.968322
NCH55,OUT013,1793.89823
NCT06,OUT017,2322.170582
FDA48,OUT027,4509.43011
FDY58,OUT027,7293.945528
FDO25,OUT045,4192.77563
FDN50,OUT045,1594.850662
FDH35,OUT035,2490.078684
FDK09,OUT045,4630.93861
FDO16,OUT013,1817.108018
FDW11,OUT045,952.39361
FDU47,OUT027,4606.483776
NCQ42,OUT010,250.027874
FDK55,OUT027,3019.23655
FDN08,OUT049,1914.214948
FDT57,OUT045,3578.135702
FDJ12,OUT018,3223.40412
DRL59,OUT017,922.685614
NCN53,OUT046,535.190014
FDO51,OUT010,103.485294
FDK56,OUT017,3478.884896
FDY12,OUT035,1007.282162
FDU15,OUT035,631.87749
FDQ19,OUT046,2986.619008
DRF15,OUT045,2440.583112
DRE25,OUT019,209.107806
FDK57,OUT018,1963.337672
FDD33,OUT010,724.969646
FDR34,OUT027,5330.820912
FDU04,OUT045,2072.329132
FDE35,OUT019,133.919012
NCD31,OUT035,2988.935992
FDJ56,OUT035,1513.070448
NCU53,OUT046,2158.363808
FDD39,OUT035,3271.70791
NCU17,OUT019,227.150986
FDJ20,OUT046,1704.7809
NCW41,OUT018,2457.780726
FDL52,OUT035,823.29499
FDS39,OUT035,2259.665278
DRJ47,OUT045,2739.773658
FDP13,OUT010,82.9453640000001
DRK39,OUT010,173.081368
FDF28,OUT010,265.840624
FDB09,OUT045,1532.0058
FDM51,OUT046,1196.915318
DRM49,OUT018,734.190976
DRF23,OUT013,2690.357982
DRH01,OUT035,2781.099864
FDH12,OUT027,2678.526716
FDA28,OUT019,293.78425
FDW37,OUT018,1484.008278
FDF02,OUT046,1583.998122
DRL37,OUT046,690.960582
NCF43,OUT046,2061.170324
FDH08,OUT010,430.978998000001
FDR34,OUT019,584.246158000001
NCK19,OUT049,3628.74316
NCD55,OUT018,413.854622
FDT27,OUT049,3524.971572
FDQ57,OUT045,1601.521978
FDA47,OUT035,2537.257272
DRG15,OUT027,1846.5963
FDE05,OUT018,2104.640406
FDN46,OUT046,2017.90664
FDX27,OUT027,2890.757124
FDT51,OUT045,1778.811202
FDU33,OUT013,723.185302
FDJ16,OUT027,1511.818744
FDD20,OUT019,288.9572
FDT36,OUT049,546.362138
DRF15,OUT027,2232.906776
FDN52,OUT010,172.768442
FDC22,OUT027,5836.742358
FDX15,OUT045,2797.119012
FDT13,OUT013,3888.112208
FDU04,OUT017,2181.586912
FDU31,OUT019,339.364918
FDW59,OUT027,2180.568238
NCO29,OUT046,2555.959594
FDL15,OUT035,2231.675046
FDI41,OUT049,2426.188516
FDQ48,OUT049,1711.47219
DRI39,OUT013,707.059626
FDI08,OUT013,4264.941692
FDC21,OUT049,1852.615132
FDF58,OUT035,1220.84417
FDS08,OUT010,311.374686
FDE47,OUT045,1709.20847
NCP18,OUT019,210.439406
NCR41,OUT013,1462.882444
FDA27,OUT013,3009.236234
FDA43,OUT035,3707.760304
FDA49,OUT045,1487.53036
NCE55,OUT018,2723.308424
DRM49,OUT027,996.043458
FDF22,OUT027,4898.843214
FDQ15,OUT018,1421.409762
NCS54,OUT017,3584.187824
NCY05,OUT013,631.105162
FDR45,OUT046,4750.489658
FDK57,OUT049,1927.331208
FDF41,OUT010,521.174924
FDV21,OUT046,2693.853432
FDD51,OUT046,661.485616
FDF33,OUT046,1990.20936
FDA38,OUT046,3844.768628
FDR56,OUT045,3457.259712
NCN41,OUT017,2410.342476
FDC60,OUT027,2937.815868
FDB47,OUT045,2785.081348
DRH01,OUT013,2796.75948
FDW08,OUT046,1836.868962
FDF38,OUT027,1037.136634
FDY32,OUT017,2543.562398
FDG34,OUT049,1519.55534
FDG47,OUT019,460.640388
NCF18,OUT035,3319.592246
FDL39,OUT019,536.162082
NCH55,OUT035,2168.796894
DRJ35,OUT049,679.309082
FDS44,OUT035,4051.719242
DRE01,OUT018,3847.152192
FDY39,OUT013,3407.73085
FDY32,OUT018,2237.127948
FDR33,OUT027,3575.618978
NCP50,OUT049,1234.845944
FDZ47,OUT018,1373.64527
FDU57,OUT049,2743.4289
FDY44,OUT013,3020.408358
DRH59,OUT018,1009.346142
FDB03,OUT027,7908.825144
FDY46,OUT045,2619.716602
FDM39,OUT045,2842.892762
FDY36,OUT035,1381.43513
NCM55,OUT035,3056.574614
FDJ50,OUT010,157.801258
DRL60,OUT013,2167.971302
NCJ54,OUT049,3858.184498
FDX59,OUT017,442.796948
FDI07,OUT013,3198.30346
DRF51,OUT010,106.92748
FDM14,OUT017,1657.236122
FDP21,OUT045,3586.058722
FDE40,OUT035,1335.548194
FDE05,OUT035,2706.903112
FDM13,OUT027,3483.818474
FDC34,OUT027,4035.507012
NCI55,OUT018,1982.559318
NCE43,OUT018,2271.27683
FDW58,OUT018,1098.30368
FDG60,OUT045,3403.5696
FDV31,OUT017,2111.824388
FDR47,OUT013,3162.097256
FDM60,OUT019,60.734276
NCF06,OUT018,3427.977828
NCN26,OUT027,2455.230712
FDQ59,OUT049,1378.232632
FDF09,OUT046,590.09854
NCS06,OUT017,3666.354202
FDT44,OUT046,1504.688026
FDI19,OUT017,3917.40075
FDT22,OUT017,851.245274
NCF54,OUT027,4464.375424
DRG25,OUT045,2989.002572
FDB59,OUT017,2861.714928
FDQ37,OUT017,3809.627704
FDP56,OUT035,647.1576
FDW44,OUT035,2647.58699
FDJ26,OUT010,563.959232
FDU43,OUT018,3068.432512
FDW33,OUT045,1508.50306
NCX53,OUT027,2996.06671
FDN56,OUT010,499.829376
DRF15,OUT049,2330.9658
FDO33,OUT017,1944.142658
FDZ39,OUT010,203.022394
NCJ19,OUT017,1007.58843
FDU01,OUT035,4360.277594
FDT12,OUT035,4581.596172
NCM18,OUT018,972.387583999999
FDP19,OUT017,2398.604422
NCR42,OUT049,497.459128
FDN10,OUT046,1869.99917
FDG44,OUT017,734.184318
FDQ10,OUT046,3156.39135
DRH13,OUT049,1142.372982
FDT52,OUT013,3922.554042
FDM56,OUT045,1568.744644
NCO43,OUT010,275.428144
NCV29,OUT035,3414.25569
NCF06,OUT013,4387.901636
FDO50,OUT035,1520.207824
FDT59,OUT013,4476.386456
FDX40,OUT027,891.699282
FDE50,OUT017,3645.314922
FDX51,OUT017,3218.1443
NCD30,OUT018,1373.51211
FDK15,OUT013,1522.757838
FDL12,OUT045,1185.610034
FDK46,OUT017,4983.519658
DRH49,OUT010,163.540454
FDQ57,OUT046,2607.30609
FDY59,OUT017,1570.92181
FDO09,OUT018,4246.945118
NCG30,OUT035,1767.159702
FDM09,OUT017,2392.898516
NCN17,OUT027,2552.17785
NCS42,OUT013,1343.61769
FDD02,OUT019,241.565556
FDE34,OUT013,3708.153126
FDU38,OUT045,2728.834564
FDB33,OUT046,2959.707372
NCJ29,OUT017,1409.924712
FDZ27,OUT035,598.607464
FDI40,OUT013,1364.836736
FDG22,OUT013,545.303516
FDT51,OUT017,1705.639782
FDF20,OUT018,2777.910682
FDV50,OUT035,1615.856652
FDT02,OUT049,612.229732
DRC49,OUT017,2289.067006
FDF26,OUT049,2593.217762
FDV52,OUT035,2196.301092
FDX59,OUT049,601.670144
FDV25,OUT035,4547.487238
FDW23,OUT027,901.732888
FDE53,OUT018,1256.910556
FDA19,OUT017,1733.403642
FDH22,OUT046,2130.153862
NCO41,OUT013,1419.625418
FDX12,OUT017,4595.091938
FDF17,OUT013,2830.868414
FDS11,OUT045,3922.66057
FDR51,OUT035,2724.240544
FDT49,OUT010,212.816312
FDC56,OUT013,2439.411304
FDR13,OUT027,2871.448924
FDQ60,OUT035,2378.264232
FDN38,OUT049,4109.91682
NCL29,OUT013,2575.427586
FDO13,OUT027,4200.505568
FDE26,OUT018,2465.270976
FDA31,OUT010,467.7245
FDX14,OUT035,1321.74616
FDA34,OUT045,3179.601138
FDF26,OUT013,2489.332988
FDE38,OUT045,2501.690236
DRI11,OUT046,2176.493542
FDQ60,OUT027,3066.734722
FDL21,OUT027,1003.074306
DRC12,OUT027,5036.617208
FDC47,OUT046,3417.98417
FDE57,OUT045,1985.555418
FDT14,OUT045,2263.407074
NCZ53,OUT046,3459.257112
FDE28,OUT018,4452.40434
FDR19,OUT035,2940.578938
NCF54,OUT019,349.61158
FDZ08,OUT046,1500.91294
NCJ05,OUT018,2539.487702
FDF59,OUT046,1751.073974
NCO05,OUT035,2229.484564
FDW24,OUT018,753.61902
NCX42,OUT018,2982.244702
NCA53,OUT035,717.539318
FDI45,OUT019,304.37047
FDG46,OUT046,2780.507302
FDM20,OUT010,533.552146
FDW11,OUT010,167.821548
FDX08,OUT035,3267.533344
NCK17,OUT035,573.9196
FDK32,OUT018,2452.480958
NCA42,OUT035,2974.654582
DRI01,OUT035,3042.699342
NCL55,OUT049,4139.14544
